id;x;y;radius;label;id_image
21534820;4048.5;36888.75;31.1610688076;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21534806;4196.5;36837.75;34.8391340527;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21534792;4031.5;36534.75;22.4705662768;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21534772;4573.5;36527.75;29.6439884185;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21534758;4860.5;36820.75;40.2086474327;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21534738;5654.5;36305.75;37.4581452069;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21534722;5785.5;36820.75;36.6722225913;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21534706;5627.5;36520.75;39.7227244786;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21534674;4978.5;36592.75;32.7561977525;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21534658;4940.5;36402.75;12.619271069;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21534642;5395.5;36450.75;11.2352831384;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21534616;6148.5;36507.75;10.6587254623;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21534598;5926.5;36310.75;22.1441000192;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21534578;5796.5;36498.75;12.3470205657;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21534546;5822.5;36973.75;11.9066276732;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21534522;5192.5;36992.75;14.6490169718;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21534504;4716.5;36964.75;25.3345430253;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21534484;5297.5;36797.75;19.6339462937;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21534440;5450.5;36857.75;35.5290848742;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21534272;5267.5;29210.75;57.3905341822;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21534256;6413.5;28706.75;67.0361432686;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21534240;6599.5;29482.75;41.1514919888;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21534224;6081.5;29216.75;72.7061927697;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21534210;6399.5;29484.75;28.0103171181;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21534188;8117.5;29638.75;59.1239710543;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21534170;6891.5;28754.75;24.6940411314;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21534156;7283.5;28998.75;48.3147322356;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21534142;7309.5;29498.75;73.6351286843;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21534124;8753.5;28748.75;44.9411325536;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21534094;8441.5;29396.75;97.0706056352;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21534080;7515.5;29860.75;19.7079903514;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21534060;5391.5;28466.75;38.8202389061;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21534036;7409.5;29282.75;25.0841765179;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21534012;6571.5;29282.75;42.1769411801;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21533994;7517.5;28532.75;26.5143892912;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21533976;8133.5;28512.75;29.2980339436;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21533958;6849.5;28948.75;33.6770286751;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21533936;5589.5;28980.75;49.3880822627;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21533916;5713.5;29534.75;38.8702327953;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21533882;7849.5;28978.75;64.1645678482;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21533794;6393.5;942.25;49.4862889262;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21533778;6375.5;376.25;26.6786796781;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21533762;6681.5;960.25;34.2062817641;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21533748;7269.5;931.25;45.8078310352;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21533728;6712.5;555.25;37.0934536068;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21533714;7364.5;490.25;54.554123779;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21533696;7694.5;903.25;27.4854051959;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21533682;8122.5;474.25;28.8471396036;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21533646;7030.5;772.25;40.2207202892;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21533630;6242.5;925.25;18.5924809126;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21533612;6490.5;580.25;19.6339462937;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21533590;7499.5;675.25;14.5492495206;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21533558;6554.5;825.25;18.1163497074;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21533542;6971.5;564.25;13.7250270889;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21533524;6943.5;972.25;23.8336346872;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21533494;7543.5;296.25;20.3145314719;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21533478;7820.5;480.25;18.8260313494;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21533456;7964.5;848.25;13.6896076051;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21533420;6441.5;744.25;31.3164865738;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21533306;5787.5;7798.25;25.2577715063;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21533290;5805.5;7567.25;27.3259654706;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21533274;5107.5;7524.25;68.900498481;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21533252;6610.5;7836.25;10.145308974;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21533238;6577.5;7765.25;11.4916343683;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21533220;6130.5;7987.25;19.031225763;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21533204;6045.5;7834.25;11.5338056454;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21533188;6399.5;7355.25;23.4226791426;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21533169;5217.5;7672.25;25.2577715063;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21533134;6614.5;7555.25;24.3774377663;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21533109;6450.5;7672.25;41.4453929663;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21533087;5277.5;7772.25;17.4613239389;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21533073;5363.5;7751.25;8.12581258877;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21533043;6027.5;7649.25;15.8890897914;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21533015;4952.5;7448.25;11.5338056454;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21532995;4953.5;7877.25;12.8101937284;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21532967;6276.5;7464.25;15.0091582889;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21532947;6891.5;7394.25;15.5805344038;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21532924;5105.5;7775.25;15.5805344038;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21532881;4995.5;7692.25;15.5805344038;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21532850;6346.5;7970.25;39.3790108832;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21532658;6419.5;21879.25;31.3164865738;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21532642;6358.5;22185.25;24.8117258701;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21532628;6659.5;22104.25;44.2553005415;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21532612;6906.5;21918.25;39.2678925875;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21532598;7403.5;22222.25;10.8393946933;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21532584;7490.5;21826.25;22.6856005187;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21532562;7694.5;22259.25;29.6276059975;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21532548;7815.5;21834.25;23.8336346872;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21532532;8097.5;21780.25;24.8117258701;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21532502;7563.5;22095.25;27.7665931315;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21532484;8226.5;21888.25;16.041141962;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21532460;6958.5;21699.25;14.5492495206;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21532442;6654.5;22306.25;10.145308974;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21532418;7058.5;22327.25;13.2571946456;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21532394;6469.5;21968.25;15.0414708307;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21532376;6288.5;21966.25;14.7809927636;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21532360;7117.5;21907.25;15.919616409;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21532332;7097.5;22089.25;10.2878729972;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21532260;7970.5;21906.25;18.9545381747;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21532220;6168.5;22249.25;20.7870255955;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21532028;4336.0;48272.0;57.2889279635;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21532014;4234.0;49228.0;24.6940411314;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21531998;5026.0;49220.0;27.8713072421;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21531982;5890.0;49300.0;40.6290629438;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21531964;6496.0;48894.0;46.3871000997;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21531948;6520.0;47966.0;57.4581718417;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21531932;6106.0;49142.0;47.3812223116;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21531918;5252.0;48828.0;25.6960756202;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21531902;7170.0;48256.0;77.4401149548;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21531872;3850.0;48932.0;47.0108901023;0;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21531852;3374.0;49158.0;20.2906179481;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21531818;6692.0;48240.0;31.7781795829;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21531798;6004.0;48116.0;19.4101194531;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21531766;5260.0;49234.0;33.5614982191;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21531744;6904.0;48654.0;32.3235075005;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21531718;6478.0;48254.0;18.5924809126;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21531692;4200.0;48546.0;20.5757459944;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21531672;4562.0;48576.0;24.3774377663;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21531652;6836.0;49192.0;45.9665374733;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21531624;5606.0;49302.0;65.6308628631;1;NAC_DTM_LICHTENBER8_M142706045_50CM.TIF
21529293;3523.75;50206.375;44.0684061257;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21529244;4903.75;48450.375;44.9411325536;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21529228;4187.75;47998.375;88.576400077;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21529214;3487.75;47458.375;53.6115299103;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21529198;1567.75;47870.375;46.1352225814;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21529184;979.75;49702.375;37.1849618253;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21529165;4331.75;47526.375;109.516860841;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21529128;4595.75;48082.375;105.174954659;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21529112;5399.61908336;48838.8127981;51.2407749138;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21529082;5879.75;49638.375;68.94980621;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21529066;5783.75;49954.375;35.2547249006;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21529044;6267.75;49786.375;44.9411325536;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21529016;3815.75;49206.375;62.3221376152;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21528990;3827.75;48782.375;103.46225686;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21528966;1911.75;49014.375;110.99640945;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21528948;2775.75;48810.375;28.6952670911;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21528932;2419.75;48986.375;44.9411325536;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21528912;7439.75;48310.375;60.0366331557;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21528892;3599.75;49650.375;51.3921512403;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21528821;3335.43009184;49028.6411304;233.088127392;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21528626;3154.25;21214.625;26.1827160493;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21528612;3295.25;21414.625;24.8117258701;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21528596;3964.25;21419.625;11.8657814887;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21528580;4225.25;21269.625;16.041141962;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21528566;4500.25;21116.625;13.7250270889;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21528552;4851.25;21231.625;13.9356536211;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21528535;4606.25;21304.625;20.716838477;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21528496;3579.90185333;21553.9731467;62.7104412948;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21528478;4668.25;21704.625;39.7227244786;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21528446;3801.25;21588.625;30.784865051;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21528406;3732.25;21199.625;16.2516251775;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21528364;3690.25;21503.625;11.2352831384;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21528328;3902.25;21689.625;17.7645424371;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21528296;4663.25;21164.625;15.2975142564;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21528274;3004.25;21060.625;19.031225763;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21528244;3178.25;21367.625;11.9879025257;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21528224;3724.25;21695.625;20.3145314719;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21528208;4241.25;21703.625;23.6906111558;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21528176;3883.25;21276.625;77.9649692477;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21528142;3441.25;21325.625;98.3673556877;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21527907;6356.25;1181.625;38.3420459128;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21527891;6620.25;977.625;12.3470205657;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21527875;5056.25;1296.625;32.3235075005;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21527859;5074.25;1598.625;33.9784272264;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21527841;6633.25;1627.625;8.12581258877;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21527817;5858.25;1317.625;44.6811045318;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21527797;5385.25;1408.625;28.7797396527;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21527781;6729.25;1468.625;65.7565005738;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21527767;6697.25;1097.625;57.9629385378;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21527735;6044.25;1454.625;41.8069608632;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21527717;5580.25;1616.625;28.2347485163;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21527689;5564.25;952.625;39.6615655132;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21527671;5342.25;1252.625;45.8396162809;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21527653;6494.25;1073.625;12.3470205657;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21527629;5534.25;1494.625;11.0171015314;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21527603;6386.25;1288.625;13.4028824776;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21527583;5576.25;1182.625;36.5661566495;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21527561;6230.25;1488.625;12.8480378101;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21527539;6543.25;1573.625;13.4028824776;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21527507;6014.25;1608.625;21.5214503183;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21527423;6515.75;51887.625;28.2175479369;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21527397;7026.75;51921.625;40.1240357256;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21527383;6673.75;52286.625;30.9421724884;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21527367;6054.75;52060.625;25.1228568439;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21527349;7274.75;52480.625;51.7874089128;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21527329;7595.75;51952.625;19.4351163977;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21527313;6083.75;52406.625;32.0974135094;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21527299;6171.75;52196.625;33.7058494152;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21527281;6857.75;52369.625;28.5765860096;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21527245;6374.75;52106.625;30.6900935638;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21527229;7214.75;51963.625;14.6490169718;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21527213;6647.75;51888.625;12.464427523;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21527187;5952.75;52441.625;19.9528194946;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21527169;6251.75;52332.625;11.5338056454;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21527151;6797.75;52207.625;18.3294905656;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21527135;6686.75;52045.625;12.464427523;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21527115;7747.75;52010.625;15.423942144;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21527095;7451.75;52177.625;22.9198081404;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21527073;7010.75;52489.625;20.716838477;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21527041;6612.75;52368.625;16.9534543363;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21526896;3145.75;43499.125;25.1807659262;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21526876;3021.75;42900.125;20.716838477;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21526862;2990.75;43188.125;14.5492495206;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21526846;4337.75;42972.125;60.3994442862;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21526832;3346.75;43005.125;41.0096713763;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21526816;3631.75;43423.125;27.3259654706;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21526802;3935.75;43264.125;66.7312669709;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21526786;4719.75;43036.125;30.6900935638;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21526772;4670.75;43466.125;47.3197015469;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21526742;4562.75;43282.125;13.6896076051;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21526720;4895.75;42870.125;25.1228568439;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21526697;4426.75;43450.125;21.8127481653;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21526682;3482.75;43494.125;15.5805344038;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21526664;3473.75;43301.125;16.2516251775;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21526646;3082.75;43043.125;17.2092627331;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21526630;3164.75;42935.125;28.4403440607;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21526608;3840.75;43008.125;15.919616409;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21526586;4490.75;43105.125;23.4226791426;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21526554;2969.75;43349.125;45.2211423191;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21526467;4915.75;40647.125;35.5290848742;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21526453;4998.75;40539.125;15.5805344038;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21526437;5254.75;40186.125;15.8890897914;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21526421;5685.75;40202.125;65.6382599736;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21526405;5606.75;40625.125;25.4301815044;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21526389;6109.75;40615.125;27.8189994564;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21526369;6128.75;40460.125;20.716838477;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21526355;6740.75;40123.125;43.7366442721;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21526339;6537.75;40183.125;17.2092627331;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21526304;4894.75;40198.125;12.619271069;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21526286;5099.75;39940.125;15.423942144;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21526270;4809.75;40428.125;14.6490169718;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21526248;5051.75;40621.125;18.4087821711;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21526230;5489.75;40610.125;11.5338056454;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21526206;6447.75;40368.125;14.5492495206;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21526178;5203.75;40274.125;16.5183059299;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21526154;4701.75;40520.125;10.2878729972;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21526136;4721.75;40347.125;23.6906111558;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21526120;4901.75;40520.125;37.716480304;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21526093;6216.75;40658.125;13.4028824776;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21526066;5419.75;40206.125;83.1714553111;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21525879;3636.5;32001.75;57.6690282268;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21525859;4134.5;31516.75;23.2562636841;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21525843;2848.5;31499.75;45.467405836;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21525826;3249.5;31909.75;14.2116339497;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21525813;3430.5;32079.75;18.5139760683;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21525795;3579.5;31720.75;21.6114986209;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21525781;3860.5;31776.75;11.8657814887;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21525761;4274.5;31739.75;15.5805344038;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21525747;4601.5;31507.75;10.145308974;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21525711;3910.5;32018.75;42.6462878559;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21525693;2974.5;31618.75;20.716838477;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21525673;4471.5;32139.75;13.1468693324;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21525651;3694.5;31984.75;10.145308974;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21525623;4395.5;31588.75;14.6490169718;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21525607;3741.5;31748.75;15.0091582889;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21525581;3298.5;31573.75;16.5183059299;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21525557;4046.5;32106.75;15.5805344038;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21525541;3422.5;31904.75;14.6490169718;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21525523;3727.5;31818.75;24.1573661178;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21525485;2832.5;31964.75;50.332602296;1;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
21525388;2503.39766377;26500.7164978;38.8702327953;0;NAC_DTM_GRUITHUISE8_M150783119_50CM.TIF
